TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
WP306	Focal Adhesion	0.0313648699486616	-3.46206680382616	184	19	0.0641891891891892	296	4508	5599,3910,5295,87,5156,5605,388,5154,5906,3480,10000,2321,3688,80310,2932,596,6093,894,7414	MAPK8,LAMA4,PIK3R1,ACTN1,PDGFRA,MAP2K2,RHOB,PDGFA,RAP1A,IGF1R,AKT3,FLT1,ITGB1,PDGFD,GSK3B,BCL2,ROCK1,CCND2,VCL
WP734	Serotonin Receptor 4/6/7 and NR3C Signaling	0.0322067514448747	-3.43557917620884	19	4	0.0135135135135135	296	4508	2778,9261,5906,5605	GNAS,MAPKAPK2,RAP1A,MAP2K2
WP2261	Signaling Pathways in Glioblastoma	0.0351159667661298	-3.34909935832112	80	10	0.0337837837837838	296	4508	5925,3480,4763,10000,5295,4194,894,5156,1021,5605	RB1,IGF1R,NF1,AKT3,PIK3R1,MDM4,CCND2,PDGFRA,CDK6,MAP2K2
WP2203	TSLP Signaling Pathway	0.0354542824927277	-3.3395112295561	38	6	0.0202702702702703	296	4508	5599,1432,5605,5781,6772,55361	MAPK8,MAPK14,MAP2K2,PTPN11,STAT1,PI4K2A
WP170	Nuclear Receptors	0.0354542824927277	-3.3395112295561	38	6	0.0202702702702703	296	4508	367,2100,6095,7067,6256,7182	AR,ESR2,RORA,THRA,RXRA,NR2C2
WP516	Hypertrophy Model	0.0382424928822314	-3.26380800248882	20	4	0.0135135135135135	296	4508	3554,6935,7422,9948	IL1R1,ZEB1,VEGFA,WDR1
WP286	IL-3 Signaling Pathway	0.0384692616453396	-3.25789575540083	104	12	0.0405405405405405	296	4508	5599,9261,5906,5295,6256,5781,6772,2932,596,1386,1432,7414	MAPK8,MAPKAPK2,RAP1A,PIK3R1,RXRA,PTPN11,STAT1,GSK3B,BCL2,ATF2,MAPK14,VCL
WP585	Interferon type I	0.0390461195738064	-3.24301177834322	49	7	0.0236486486486486	296	4508	5906,1975,1432,5295,5781,6772,3276	RAP1A,EIF4B,MAPK14,PIK3R1,PTPN11,STAT1,PRMT1
WP2380	BDNF signaling pathway	0.0490427292146867	-3.01506333607471	144	15	0.0506756756756757	296	4508	10746,5599,5906,1938,1499,57498,1808,5295,5781,6772,2932,6198,4915,1432,5605	MAP3K2,MAPK8,RAP1A,EEF2,CTNNB1,KIDINS220,DPYSL2,PIK3R1,PTPN11,STAT1,GSK3B,RPS6KB1,NTRK2,MAPK14,MAP2K2
WP438	Non-homologous end joining	0.0540425921299412	-2.91798280016521	6	2	0.00675675675675676	296	4508	4361,10111	MRE11A,RAD50
WP408	Oxidative Stress	0.055160370291673	-2.89751051303256	32	5	0.0168918918918919	296	4508	847,1432,25828,4780,4784	CAT,MAPK14,TXN2,NFE2L2,NFIX
WP186	Homologous recombination	0.0594451052021711	-2.82270199393359	14	3	0.0101351351351351	296	4508	4361,10111,4683	MRE11A,RAD50,NBN
WP313	Signaling of Hepatocyte Growth Factor Receptor	0.0616716393973509	-2.7859311069471	33	5	0.0168918918918919	296	4508	5599,5906,5605,5781,3688	MAPK8,RAP1A,MAP2K2,PTPN11,ITGB1
WP2324	AGE/RAGE pathway	0.0653275354908548	-2.72834165484449	66	8	0.027027027027027	296	4508	5599,3643,4087,51135,6772,6093,1386,1432	MAPK8,INSR,SMAD2,IRAK4,STAT1,ROCK1,ATF2,MAPK14
WP1438	Influenza A virus infection	0.0656610470278355	-2.7232494208306	1	1	0.00337837837837838	296	4508	596	BCL2
WP1946	Cori Cycle	0.0656610470278355	-2.7232494208306	1	1	0.00337837837837838	296	4508	3098	HK1
WP22	IL-9 Signaling Pathway	0.0683894007808443	-2.68253742570545	24	4	0.0135135135135135	296	4508	5605,5295,5781,6772	MAP2K2,PIK3R1,PTPN11,STAT1
WP2447	Amyotrophic lateral sclerosis (ALS)	0.0685991982332444	-2.67947443188063	34	5	0.0168918918918919	296	4508	847,596,1432,5605,57679	CAT,BCL2,MAPK14,MAP2K2,ALS2
WP2355	Corticotropin-releasing hormone	0.0689552030050414	-2.67429821703811	90	10	0.0337837837837838	296	4508	2778,5599,142,1499,2932,2776,596,2771,1432,7099	GNAS,MAPK8,PARP1,CTNNB1,GSK3B,GNAQ,BCL2,GNAI2,MAPK14,TLR4
WP1403	AMPK signaling	0.0752259187906523	-2.58725944264029	68	8	0.027027027027027	296	4508	3643,1938,5565,5295,79602,51719,6198,23236	INSR,EEF2,PRKAB2,PIK3R1,ADIPOR2,CAB39,RPS6KB1,PLCB1
WP2197	Endothelin	0.0759397679908589	-2.57781477934698	35	5	0.0168918918918919	296	4508	2778,1910,488,23236,1909	GNAS,EDNRB,ATP2A2,PLCB1,EDNRA
WP127	IL-5 Signaling Pathway	0.0804968616463283	-2.51953708107748	69	8	0.027027027027027	296	4508	1499,5295,5781,6772,2932,1432,1386,5605	CTNNB1,PIK3R1,PTPN11,STAT1,GSK3B,MAPK14,ATF2,MAP2K2
WP289	Myometrial Relaxation and Contraction Pathways	0.0821299326448745	-2.49945274133418	155	15	0.0506756756756757	296	4508	2778,55970,488,800,59345,3488,27297,2776,3709,7531,1386,2982,5576,2553,7532	GNAS,GNG12,ATP2A2,CALD1,GNB4,IGFBP5,CRCP,GNAQ,ITPR2,YWHAE,ATF2,GUCY1A3,PRKAR2A,GABPB1,YWHAG
WP288	NLR proteins	0.0925065716624426	-2.38047559198795	8	2	0.00675675675675676	296	4508	5599,6885	MAPK8,MAP3K7
WP732	Serotonin Receptor 2 and ELK-SRF/GATA4 signaling	0.0961936770264266	-2.34139165084664	17	3	0.0101351351351351	296	4508	9261,2776,5605	MAPKAPK2,GNAQ,MAP2K2
WP1530	miRNA Regulation of DNA Damage Response	0.113938984034375	-2.17209220164179	9	2	0.00675675675675676	296	4508	4361,4683	MRE11A,NBN
WP437	EGFR1 Signaling Pathway	0.117529997084721	-2.14106168364192	177	16	0.0540540540540541	296	4508	5599,6655,83737,5295,2059,1432,5605,26060,30011,10746,65125,4087,55198,6772,5781,6812	MAPK8,SOS2,ITCH,PIK3R1,EPS8,MAPK14,MAP2K2,APPL1,SH3KBP1,MAP3K2,WNK1,SMAD2,APPL2,STAT1,PTPN11,STXBP1
WP2332	Interleukin-11 Signaling Pathway	0.118606737983152	-2.13194198135816	40	5	0.0168918918918919	296	4508	596,3572,5295,5781,6772	BCL2,IL6ST,PIK3R1,PTPN11,STAT1
WP399	Wnt Signaling Pathway and Pluripotency	0.124413569844533	-2.08414402227455	101	10	0.0337837837837838	296	4508	5529,1499,8322,5527,2932,1488,6885,894,10009,6934	PPP2R5E,CTNNB1,FZD4,PPP2R5C,GSK3B,CTBP2,MAP3K7,CCND2,ZBTB33,TCF7L2
WP2526	PDGF Pathway	0.127024333043658	-2.06337661210728	2	1	0.00337837837837838	296	4508	5154	PDGFA
WP382	MAPK signaling pathway	0.127071130241516	-2.06300826866831	166	15	0.0506756756756757	296	4508	5599,3554,9261,6655,5906,4149,4763,10000,57551,5494,6885,1386,1432,7048,5605	MAPK8,IL1R1,MAPKAPK2,SOS2,RAP1A,MAX,NF1,AKT3,TAOK1,PPM1A,MAP3K7,ATF2,MAPK14,TGFBR2,MAP2K2
WP1449	Regulation of toll-like receptor signaling pathway	0.130408389988273	-2.03708429115847	102	10	0.0337837837837838	296	4508	5599,3627,10000,51135,5295,6772,6885,7099,1432,5605	MAPK8,CXCL10,AKT3,IRAK4,PIK3R1,STAT1,MAP3K7,TLR4,MAPK14,MAP2K2
WP2406	Cardiac Progenitor Differentiation	0.131644662054235	-2.02764894035456	53	6	0.0202702702702703	296	4508	6910,2932,7070,2247,1432,5156	TBX5,GSK3B,THY1,FGF2,MAPK14,PDGFRA
WP363	Wnt Signaling Pathway NetPath	0.132010633224404	-2.02487280490979	115	11	0.0371621621621622	296	4508	5599,1499,8322,28996,2932,6422,1488,6885,1452,4089,260425	MAPK8,CTNNB1,FZD4,HIPK2,GSK3B,SFRP1,CTBP2,MAP3K7,CSNK1A1,SMAD4,MAGI3
WP2333	Trans-sulfuration pathway	0.136474815501024	-1.99161518320368	10	2	0.00675675675675676	296	4508	191,4548	AHCY,MTR
WP75	Toll-like receptor signaling pathway	0.136556563341609	-1.99101636673523	103	10	0.0337837837837838	296	4508	5599,3627,10000,5295,51135,6772,6885,1432,7099,5605	MAPK8,CXCL10,AKT3,PIK3R1,IRAK4,STAT1,MAP3K7,MAPK14,TLR4,MAP2K2
WP466	DNA Replication	0.138272258844323	-1.97853064724059	42	5	0.0168918918918919	296	4508	4175,5985,5000,5001,10926	MCM6,RFC5,ORC4,ORC5,DBF4
WP712	Estrogen signaling pathway	0.139932800341329	-1.96659296917047	20	3	0.0101351351351351	296	4508	2778,596,1432	GNAS,BCL2,MAPK14
WP2525	Trans-sulfuration and one carbon metabolism	0.142493882117254	-1.94845621270556	31	4	0.0135135135135135	296	4508	191,1788,441024,4548	AHCY,DNMT3A,MTHFD2L,MTR
WP2059	Alzheimers Disease	0.144769685072783	-1.93261117818097	79	8	0.027027027027027	296	4508	824,488,2932,5332,2776,3709,23236,4311	CAPN2,ATP2A2,GSK3B,PLCB4,GNAQ,ITPR2,PLCB1,MME
WP1772	Apoptosis Modulation and Signaling	0.144769685072783	-1.93261117818097	79	8	0.027027027027027	296	4508	5599,3554,8738,8743,4170,596,826,8837	MAPK8,IL1R1,CRADD,TNFSF10,MCL1,BCL2,CAPNS1,CFLAR
WP707	DNA damage response	0.147869016842654	-1.91142841841404	67	7	0.0236486486486486	296	4508	4361,5925,894,1021,10111,8243,4683	MRE11A,RB1,CCND2,CDK6,RAD50,SMC1A,NBN
WP2036	TWEAK Signaling Pathway	0.148611166107189	-1.9064220074812	43	5	0.0168918918918919	296	4508	5599,2932,1499,6885,1432	MAPK8,GSK3B,CTNNB1,MAP3K7,MAPK14
WP2272	Pathogenic Escherichia coli infection	0.158893101443212	-1.8395236208362	56	6	0.0202702702702703	296	4508	10093,81873,6093,1499,7099,3688	ARPC4,ARPC5L,ROCK1,CTNNB1,TLR4,ITGB1
WP107	Translation Factors	0.168484484121984	-1.78091161579168	57	6	0.0202702702702703	296	4508	8672,1981,8665,1975,1938,1983	EIF4G3,EIF4G1,EIF3F,EIF4B,EEF2,EIF5
WP35	G Protein Signaling Pathways	0.169307534436431	-1.77603848736944	95	9	0.0304054054054054	296	4508	2778,23683,55970,10270,2776,11214,2771,11215,5576	GNAS,PRKD3,GNG12,AKAP8,GNAQ,AKAP13,GNAI2,AKAP11,PRKAR2A
WP1544	MicroRNAs in cardiomyocyte hypertrophy	0.176533517417696	-1.73424452025403	109	10	0.0337837837837838	296	4508	5599,3480,1499,2247,3572,5295,2932,6093,1432,5605	MAPK8,IGF1R,CTNNB1,FGF2,IL6ST,PIK3R1,GSK3B,ROCK1,MAPK14,MAP2K2
WP481	Insulin Signaling	0.181180806797859	-1.70825981373259	163	14	0.0472972972972973	296	4508	5599,10746,6655,3643,3480,5295,5781,57381,2932,6198,6885,1432,6812,5605	MAPK8,MAP3K2,SOS2,INSR,IGF1R,PIK3R1,PTPN11,RHOJ,GSK3B,RPS6KB1,MAP3K7,MAPK14,STXBP1,MAP2K2
WP391	Mitochondrial Gene Expression	0.183938403935096	-1.6931543386405	12	2	0.00675675675675676	296	4508	7019,10891	TFAM,PPARGC1A
WP195	IL-1 Signaling Pathway	0.183938403935096	-1.6931543386405	12	2	0.00675675675675676	296	4508	3554,51135	IL1R1,IRAK4
WP61	Delta-Notch Signaling Pathway	0.19262166311368	-1.64702730871745	85	8	0.027027027027027	296	4508	59269,83737,5295,2932,7528,4089,8650,6015	HIVEP3,ITCH,PIK3R1,GSK3B,YY1,SMAD4,NUMB,RING1
WP1591	Heart Development	0.19297859351258	-1.64517601067131	47	5	0.0168918918918919	296	4508	6910,7422,1499,4089,5781	TBX5,VEGFA,CTNNB1,SMAD4,PTPN11
WP2431	Spinal Cord Injury	0.198375135731638	-1.61759541591834	112	10	0.0337837837837838	296	4508	3554,1948,5925,3627,5786,6586,7431,7099,57556,388	IL1R1,EFNB2,RB1,CXCL10,PTPRA,SLIT3,VIM,TLR4,SEMA6A,RHOB
WP185	Integrin-mediated cell adhesion	0.200191628602588	-1.60848022814718	99	9	0.0304054054054054	296	4508	824,5906,10000,8874,3688,826,6093,7414,5605	CAPN2,RAP1A,AKT3,ARHGEF7,ITGB1,CAPNS1,ROCK1,VCL,MAP2K2
WP1528	Physiological and Pathological Hypertrophy  of the Heart	0.206193174419426	-1.57894180969582	24	3	0.0101351351351351	296	4508	5599,1432,3572	MAPK8,MAPK14,IL6ST
WP26	Signal Transduction of S1P Receptor	0.206193174419426	-1.57894180969582	24	3	0.0101351351351351	296	4508	23236,2771,10000	PLCB1,GNAI2,AKT3
WP3	Keap1-Nrf2 Pathway	0.208469775294539	-1.5679612108675	13	2	0.00675675675675676	296	4508	5599,4780	MAPK8,NFE2L2
WP2118	Arrhythmogenic right ventricular cardiomyopathy	0.210406447473472	-1.55871415470278	74	7	0.0236486486486486	296	4508	87,1824,1499,1756,488,6934,3688	ACTN1,DSC2,CTNNB1,DMD,ATP2A2,TCF7L2,ITGB1
WP733	Serotonin Receptor 2 and STAT3 Signaling	0.237961036975445	-1.43564832889984	4	1	0.00337837837837838	296	4508	2776	GNAQ
WP690	Polyol pathway	0.237961036975445	-1.43564832889984	4	1	0.00337837837837838	296	4508	6652	SORD
WP69	TCR Signaling Pathway	0.246132536686937	-1.40188512111255	91	8	0.027027027027027	296	4508	5599,5295,5781,7431,6885,1432,1386,5605	MAPK8,PIK3R1,PTPN11,VIM,MAP3K7,MAPK14,ATF2,MAP2K2
WP236	Adipogenesis	0.247672839375623	-1.39564659978834	132	11	0.0371621621621622	296	4508	5925,1499,3572,25937,6256,6772,8648,10891,4154,6095,5346	RB1,CTNNB1,IL6ST,WWTR1,RXRA,STAT1,NCOA1,PPARGC1A,MBNL1,RORA,PLIN1
WP706	SIDS Susceptibility Pathways	0.250261157069066	-1.38525027808806	160	13	0.0439189189189189	296	4508	1499,6711,367,34,2100,7531,5978,7422,10891,4915,5576,6095,7532	CTNNB1,SPTBN1,AR,ACADM,ESR2,YWHAE,REST,VEGFA,PPARGC1A,NTRK2,PRKAR2A,RORA,YWHAG
WP524	G13 Signaling Pathway	0.266406871973189	-1.32273054495345	40	4	0.0135135135135135	296	4508	6198,6093,57630,8826	RPS6KB1,ROCK1,SH3RF1,IQGAP1
WP2035	FSH signaling pathway	0.277901900868379	-1.28048710214056	28	3	0.0101351351351351	296	4508	6198,1432,26060	RPS6KB1,MAPK14,APPL1
WP405	Eukaryotic Transcription Initiation	0.281341018927858	-1.26818775496348	41	4	0.0135135135135135	296	4508	2965,2967,2071,2963	GTF2H1,GTF2H3,ERCC3,GTF2F2
WP368	Mitochondrial LC-Fatty Acid Beta-Oxidation	0.283336500474929	-1.26112004008155	16	2	0.00675675675675676	296	4508	34,2182	ACADM,ACSL4
WP45	G1 to S cell cycle control	0.287073428232195	-1.24801724844697	68	6	0.0202702702702703	296	4508	5925,4175,5000,894,1021,5001	RB1,MCM6,ORC4,CCND2,CDK6,ORC5
WP422	MAPK Cascade	0.296256078365366	-1.21653106905428	29	3	0.0101351351351351	296	4508	10746,1432,5605	MAP3K2,MAPK14,MAP2K2
WP241	One Carbon Metabolism	0.296256078365366	-1.21653106905428	29	3	0.0101351351351351	296	4508	191,1788,4548	AHCY,DNMT3A,MTR
WP254	Apoptosis	0.302140499534571	-1.19686313954638	83	7	0.0236486486486486	296	4508	8743,596,4170,8738,3480,5295,8837	TNFSF10,BCL2,MCL1,CRADD,IGF1R,PIK3R1,CFLAR
WP2064	Neural Crest Differentiation	0.343905213981943	-1.06738920032723	101	8	0.027027027027027	296	4508	1499,2247,3688,2932,1488,2113,388,6660	CTNNB1,FGF2,ITGB1,GSK3B,CTBP2,ETS1,RHOB,SOX5
WP34	Ovarian Infertility Genes	0.351558965273074	-1.04537782853421	32	3	0.0101351351351351	296	4508	2100,894,23224	ESR2,CCND2,SYNE2
WP1742	TP53 network	0.357581187990279	-1.0283928433577	19	2	0.00675675675675676	296	4508	8743,596	TNFSF10,BCL2
WP428	Wnt Signaling Pathway	0.358720076788866	-1.02521292503484	60	5	0.0168918918918919	296	4508	2932,5527,5529,894,1499	GSK3B,PPP2R5C,PPP2R5E,CCND2,CTNNB1
WP528	Acetylcholine Synthesis	0.378574787622946	-0.971341636130276	7	1	0.00337837837837838	296	4508	5130	PCYT1A
WP2363	Gastric cancer network 2	0.388207767536559	-0.94621459933726	34	3	0.0101351351351351	296	4508	1499,3930,10153	CTNNB1,LBR,CEBPZ
WP1471	TOR signaling	0.388207767536559	-0.94621459933726	34	3	0.0101351351351351	296	4508	6198,253260,5565	RPS6KB1,RICTOR,PRKAB2
WP143	Fatty Acid Beta Oxidation	0.388207767536559	-0.94621459933726	34	3	0.0101351351351351	296	4508	34,2182,2820	ACADM,ACSL4,GPD2
WP536	Calcium Regulation in the Cardiac Cell	0.38828471182027	-0.946016415102361	149	11	0.0371621621621622	296	4508	2778,55970,488,59345,2776,3709,7531,2771,5576,7532,10052	GNAS,GNG12,ATP2A2,GNB4,GNAQ,ITPR2,YWHAE,GNAI2,PRKAR2A,YWHAG,GJC1
